site load A HTMLParse A PostParse A download A comp A block A dep_D2E A dep_E2D_html A dep_E2D_css A dep_E2D_js A dep_RFB A dep_HOL_css A dep_HOL_js A block_js A domain_cp A bytes A
searchengineland.com_1-2-3-smile-say-hi-to-search-engine-land-on-instagram-220237 15.2415630000032 2.03011100000003 11.8528850000002 0.456706999999369 3.38867800000298 1.5734040000006602 0.0 0.92787599999975 15.2415630000032 1.10223500000028 0.0 0.0 0 1 0 0 0 0 0 0 0 0 0 0 0 0 0.0 0.0 0 1 4140995 517852 
searchengineland.com_10-big-changes-search-20-years-covering-246421 15.7145900000014 2.74417999999969 12.5068970000011 0.63011299999971 3.20769300000029 2.11406699999998 0.0 0.0 15.714590000001401 2.74417999999969 0.0 0.0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0.0 0.0 0 0 6421929 715150 
searchengineland.com_10-tips-for-avoiding-shady-seo-providers-245676 12.5653750000001 2.02151799999774 9.28689100000065 0.435053999997763 3.27848399999948 1.58646399999998 0.0 0.0 12.5653750000001 2.02151799999774 0.0 0.0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0.0 0.0 0 0 5305494 514531 
searchengineland.com_3-actions-get-ready-googles-mobile-search-update-215662 12.3538490000028 4.15505699999994 9.96141200000056 0.508845000000292 2.39243700000225 3.64621199999965 0.0 2.9944850000001604 12.3538490000028 1.1605719999997801 0.0 0.0 0 1 0 0 0 0 0 0 0 0 0 0 0 0 0.0 0.0 0 1 5769611 716931 
searchengineland.com_3-free-adwords-testing-tools-adopt-today-270116 9.62605600000097 3.26883300000191 7.58790999999837 0.618996000001061 2.0381460000026 2.64983700000084 0.0 2.08011599999736 9.62605600000097 1.1887170000045502 0.0 0.0 0 1 0 0 0 0 0 0 0 0 0 0 0 0 0.0 0.0 0 1 3306032 804316 
searchengineland.com_3-google-adwords-hacks-drive-high-quality-leads-250161 13.8976619999994 2.34053399999902 10.697411000001 0.476869999998598 3.20025099999839 1.8636640000004299 0.0 1.11193999999887 13.8976619999994 1.2285940000001598 0.0 0.0 0 1 0 0 0 0 0 0 0 0 0 0 0 0 0.0 0.0 0 1 6576822 548315 
searchengineland.com_35-ways-improve-seo-sem-performance-smx-advanced-275130 13.0332920000001 2.496234000002 10.2758329999997 1.18274300000121 2.75745900000038 1.31349100000079 0.0 1.59056000000419 13.033292000000099 0.9056739999978151 0.0 0.0 0 2 0 1 0 0 0 0 0 0 0 0 0 0 0.0 0.0 0 2 4295029 503595 
searchengineland.com_5-must-technical-seo-audits-validations-2017-273207 10.4453649999996 2.11645400000089 9.09362400000009 0.498389000000316 1.35174099999949 1.61806500000057 0.0 0.870705000001182 10.4453649999996 1.2457489999996998 0.0 0.0 0 1 0 0 0 0 0 0 0 0 0 0 0 0 0.0 0.0 0 1 6655642 606117 
searchengineland.com_5-successful-b2b-adwords-best-practices-for-any-company-277308 9.74895000000106 2.35768800000005 7.80367300000034 0.595072000000073 1.9452770000007098 1.76261599999998 0.0 1.1482159999977701 9.74895000000106 1.20947200000228 0.0 0.0 0 1 0 0 0 0 0 0 0 0 0 0 0 0 0.0 0.0 0 1 5214745 525127 
searchengineland.com_6-local-marketing-lessons-learned-comiccon-225449 13.6248719999967 2.37022700000125 9.48292899999797 0.454651000000013 4.14194299999872 1.9155760000012398 0.0 1.25251500000012 13.6248719999967 1.11771200000113 0.0 0.0 0 1 0 0 0 0 0 0 0 0 0 0 0 0 0.0 0.0 0 1 7288818 575336 
